transaction_id,customer_id,amount,transaction_type,merchant_category,is_weekend,hour_of_day,days_since_last_transaction,amount_vs_avg_ratio,is_international,event_time
txn_00000820,cust_000048,134.77,Purchase,Entertainment,0,8,3,0.984,0,1750058774.725168
txn_00000821,cust_000604,83.75,Withdrawal,Entertainment,0,3,1,1.442,1,1750991098.440933
txn_00000822,cust_000754,59.58,Payment,Other,0,20,2,0.359,0,1722368434.613351
txn_00000823,cust_000521,128.46,Withdrawal,Other,0,5,6,0.313,0,1745468866.550116
txn_00000824,cust_000835,179.52,Payment,Other,0,23,6,0.464,0,1724885328.336922
txn_00000825,cust_000330,13.6,Payment,Pharmacy,0,3,3,0.27,0,1736737897.182064
txn_00000826,cust_000938,54.98,Withdrawal,ATM,1,21,1,0.743,0,1742679450.381644
txn_00000827,cust_000352,41.9,Payment,Restaurant,0,8,6,0.213,0,1751442105.129771
txn_00000828,cust_000617,28.95,Transfer,Travel,0,15,6,0.258,0,1742915930.946659
txn_00000829,cust_000729,62.1,Withdrawal,Online,0,1,3,0.179,0,1744072993.353905
txn_00000830,cust_000732,330.14,Transfer,Restaurant,1,4,2,1.108,0,1730003995.427577
txn_00000831,cust_000666,12.8,Withdrawal,Travel,0,1,1,0.134,0,1751589940.953074
txn_00000832,cust_000653,13.62,Purchase,Department Store,0,19,2,0.157,0,1731006900.206986
txn_00000833,cust_000597,20.69,Payment,Travel,0,9,10,1.425,0,1738835926.552109
txn_00000834,cust_000868,139.59,Purchase,Travel,1,7,0,0.999,0,1734160656.996321
txn_00000835,cust_000391,41.65,Purchase,Online,0,4,0,0.193,0,1725419703.636195
txn_00000836,cust_000805,12.72,Transfer,ATM,0,20,1,0.089,0,1725911939.054151
txn_00000837,cust_000064,34.23,Transfer,Online,1,4,1,0.189,0,1742618879.659222
txn_00000838,cust_000034,9.53,Payment,Gas Station,0,1,3,0.076,0,1732151689.802273
txn_00000839,cust_000692,22.73,Withdrawal,Travel,0,1,4,0.128,0,1744157315.312874
txn_00000840,cust_000524,33.8,Transfer,Grocery,0,9,0,0.228,0,1745570591.461799
txn_00000841,cust_000397,47.71,Transfer,Travel,0,4,4,1.782,0,1733977113.32346
txn_00000842,cust_000762,45.89,Payment,Online,1,20,7,1.248,0,1728762974.282492
txn_00000843,cust_000722,21.56,Transfer,Other,1,2,6,0.142,0,1743216505.871761
txn_00000844,cust_000618,55.22,Withdrawal,ATM,1,20,0,2.967,0,1727032529.420544
txn_00000845,cust_000700,31.35,Withdrawal,Travel,0,7,1,0.128,0,1723185134.654302
txn_00000846,cust_000042,18.02,Transfer,Restaurant,0,12,2,0.188,0,1734353702.893085
txn_00000847,cust_000867,123.06,Transfer,Entertainment,0,5,0,0.289,0,1728878869.705647
txn_00000848,cust_000159,63.85,Transfer,Other,1,17,9,0.402,0,1722096246.882984
txn_00000849,cust_000955,133.95,Transfer,Entertainment,0,9,2,0.815,0,1740561843.528603
txn_00000850,cust_000564,23.33,Transfer,Travel,0,20,4,0.298,0,1732132867.566475
txn_00000851,cust_000189,32.5,Withdrawal,Pharmacy,1,3,0,2.561,0,1737258120.335436
txn_00000852,cust_000414,233.54,Withdrawal,Online,0,16,2,1.075,0,1723736275.447165
txn_00000853,cust_000340,60.28,Withdrawal,Other,0,19,4,0.492,0,1732218400.656707
txn_00000854,cust_000575,35.47,Purchase,Gas Station,0,18,2,0.491,0,1746812517.86972
txn_00000855,cust_000457,32.93,Withdrawal,Grocery,0,20,4,0.176,0,1728416291.089342
txn_00000856,cust_000329,58.68,Purchase,Pharmacy,0,8,3,0.592,0,1732867247.011986
txn_00000857,cust_000742,38.01,Transfer,Travel,0,8,3,0.2,0,1729755975.621738
txn_00000858,cust_000457,37.36,Transfer,Online,0,19,6,0.2,0,1736192153.766376
txn_00000859,cust_000085,12.31,Withdrawal,Travel,0,5,5,0.085,0,1750739488.402576
txn_00000860,cust_000642,119.84,Withdrawal,Pharmacy,0,0,4,0.539,0,1722901399.840006
txn_00000861,cust_000211,14.38,Payment,Gas Station,1,9,0,0.062,0,1737798897.351609
txn_00000862,cust_000158,61.68,Transfer,Grocery,1,19,4,0.474,0,1721585753.366441
txn_00000863,cust_000056,21.45,Transfer,Travel,0,2,1,0.46,0,1726449841.328027
txn_00000864,cust_000842,60.48,Transfer,Pharmacy,0,5,0,0.585,0,1728015713.201663
txn_00000865,cust_000646,23.86,Transfer,Grocery,1,18,1,0.264,0,1733594953.239073
txn_00000866,cust_000122,234.15,Purchase,Other,0,8,7,1.558,0,1737706817.152387
txn_00000867,cust_000869,38.32,Purchase,ATM,0,15,8,0.175,0,1723125861.189324
txn_00000868,cust_000309,20.44,Transfer,Entertainment,0,12,1,0.112,0,1739968940.825811
txn_00000869,cust_000842,18.79,Payment,Restaurant,0,7,4,0.182,0,1741676846.186658
txn_00000870,cust_000140,35.65,Transfer,Restaurant,0,16,1,0.221,0,1744386311.814579
txn_00000871,cust_000909,21.21,Transfer,Grocery,0,19,1,0.137,0,1749665911.405248
txn_00000872,cust_000569,57.05,Purchase,Grocery,0,17,4,0.699,0,1725295046.7034
txn_00000873,cust_000404,34.09,Purchase,ATM,1,4,2,0.125,0,1737779907.461356
txn_00000874,cust_000760,114.22,Transfer,Online,1,22,1,0.285,0,1749330918.970876
txn_00000875,cust_000662,10.99,Withdrawal,Restaurant,0,21,1,0.074,0,1747688286.79405
txn_00000876,cust_000632,145.17,Withdrawal,Gas Station,0,19,0,0.87,0,1747161304.955694
txn_00000877,cust_000819,30.59,Purchase,Travel,0,4,4,0.107,0,1738730421.294237
txn_00000878,cust_000563,10.94,Purchase,ATM,0,19,10,0.14,0,1723143367.685735
txn_00000879,cust_000744,80.33,Transfer,Department Store,0,1,11,0.669,0,1739149944.98404
txn_00000880,cust_000672,47.62,Transfer,Other,1,17,6,0.129,0,1728232908.376194
txn_00000881,cust_000199,711.24,Payment,Department Store,0,2,0,2.392,0,1730861977.774746
txn_00000882,cust_000314,28.56,Withdrawal,Other,1,5,1,0.128,0,1742709176.02525
txn_00000883,cust_000828,47.42,Payment,Restaurant,0,14,1,0.151,1,1730816162.976019
txn_00000884,cust_000253,99.75,Payment,ATM,0,21,2,0.637,0,1745613257.75221
txn_00000885,cust_000138,76.93,Transfer,Entertainment,0,4,0,0.974,0,1742271521.009816
txn_00000886,cust_000368,155.44,Payment,Travel,0,22,4,0.391,0,1745269731.356824
txn_00000887,cust_000662,21.61,Transfer,Restaurant,0,13,4,0.146,0,1739970890.535354
txn_00000888,cust_000202,36.45,Purchase,Gas Station,0,5,1,0.827,0,1729138048.399262
txn_00000889,cust_000870,21.82,Purchase,Other,0,6,1,0.171,0,1736834655.682845
txn_00000890,cust_000788,11.5,Purchase,Travel,0,11,1,0.065,0,1739447665.588352
txn_00000891,cust_000916,44.23,Payment,Restaurant,1,16,10,0.283,0,1752332572.185317
txn_00000892,cust_000229,64.9,Transfer,Restaurant,0,12,2,0.746,0,1748949054.836931
txn_00000893,cust_000523,44.62,Transfer,Travel,0,4,2,0.276,1,1723692392.167054
txn_00000894,cust_000245,45.9,Withdrawal,Travel,1,15,3,0.695,0,1747578635.767659
txn_00000895,cust_000164,44.07,Withdrawal,Entertainment,0,12,1,0.433,0,1726486202.977885
txn_00000896,cust_000042,62.91,Payment,Online,0,0,1,0.655,0,1727737360.140024
txn_00000897,cust_000379,38.64,Withdrawal,Travel,1,13,2,0.49,0,1728216693.199038
txn_00000898,cust_000370,47.06,Payment,Grocery,1,18,0,0.141,1,1733079184.773463
txn_00000899,cust_000665,165.44,Transfer,ATM,0,10,1,1.043,0,1731060186.985121
txn_00000900,cust_000584,32.82,Payment,Department Store,1,14,8,0.375,0,1726319208.269598
txn_00000901,cust_000920,24.31,Transfer,Pharmacy,0,1,1,2.147,0,1747184032.976394
txn_00000902,cust_000229,113.9,Transfer,Department Store,0,14,1,1.31,0,1737124580.980579
txn_00000903,cust_000494,17.22,Purchase,Travel,1,22,10,0.072,0,1748814534.868899
txn_00000904,cust_000451,108.08,Purchase,Travel,0,13,2,0.506,0,1726059225.674264
txn_00000905,cust_000217,344.31,Withdrawal,Department Store,0,23,1,1.421,0,1725574661.9581
txn_00000906,cust_000837,14.67,Withdrawal,Pharmacy,1,7,5,0.079,0,1724568342.365106
txn_00000907,cust_000738,22.56,Payment,Entertainment,0,12,0,1.008,0,1724410929.624521
txn_00000908,cust_000166,58.26,Payment,Grocery,0,9,6,0.266,0,1741252247.665999
txn_00000909,cust_000131,88.97,Withdrawal,Restaurant,0,10,0,0.327,0,1738925751.080148
txn_00000910,cust_000041,96.37,Withdrawal,Grocery,0,6,1,0.303,0,1748928875.825592
txn_00000911,cust_000945,39.13,Payment,Other,0,20,1,2.804,0,1726514344.306221
txn_00000912,cust_000653,12.81,Transfer,Gas Station,0,22,0,0.148,0,1721423881.901999
txn_00000913,cust_000622,48.49,Payment,Restaurant,0,11,0,0.501,0,1752144858.834598
txn_00000914,cust_000421,148.41,Withdrawal,Other,0,10,1,1.832,0,1739788330.155815
txn_00000915,cust_000271,19.05,Transfer,Entertainment,0,8,1,0.548,0,1726125952.039599
txn_00000916,cust_000071,52.52,Payment,Restaurant,1,0,1,0.672,0,1728084088.050613
txn_00000917,cust_000208,52.33,Payment,Restaurant,1,22,1,1.971,0,1737324505.371532
txn_00000918,cust_000182,79.19,Purchase,Travel,0,19,1,0.327,0,1735847291.091739
txn_00000919,cust_000121,147.78,Withdrawal,Other,0,3,1,0.964,0,1723775519.219651
txn_00000920,cust_000002,108.02,Payment,Travel,0,12,1,1.005,0,1749123493.355143
txn_00000921,cust_000896,67.68,Payment,Online,1,23,8,0.287,0,1722206550.161442
txn_00000922,cust_000494,43.08,Payment,Department Store,1,7,2,0.18,0,1745736105.391464
txn_00000923,cust_000760,25.41,Purchase,Pharmacy,0,12,0,0.063,0,1749466917.99052
txn_00000924,cust_000489,38.64,Purchase,ATM,0,16,0,0.649,0,1744988806.424487
txn_00000925,cust_000557,85.78,Withdrawal,Grocery,0,6,0,0.977,0,1733727362.937159
txn_00000926,cust_000809,36.63,Purchase,Travel,0,17,0,0.266,1,1721061030.067067
txn_00000927,cust_000671,25.78,Transfer,Pharmacy,0,2,6,0.061,0,1727314764.46035
txn_00000928,cust_000159,97.52,Transfer,ATM,1,15,1,0.614,0,1734276874.091348
txn_00000929,cust_000434,16.28,Transfer,Pharmacy,0,5,0,0.149,0,1738647721.072448
txn_00000930,cust_000424,26.04,Payment,Restaurant,0,15,2,0.181,0,1738251462.109002
txn_00000931,cust_000569,27.32,Transfer,Other,1,16,1,0.335,0,1736096140.789106
txn_00000932,cust_000723,20.74,Withdrawal,Gas Station,0,10,0,0.168,0,1733395700.310904
txn_00000933,cust_000458,33.47,Withdrawal,Gas Station,0,23,3,0.514,0,1745532814.092394
txn_00000934,cust_000411,25.65,Purchase,Restaurant,1,1,8,0.204,0,1745626534.749709
txn_00000935,cust_000652,50.83,Purchase,Restaurant,0,1,2,0.37,0,1721003525.875334
txn_00000936,cust_000615,33.09,Purchase,ATM,0,1,5,0.137,0,1734570343.234199
txn_00000937,cust_000082,23.83,Payment,Pharmacy,0,10,1,0.219,0,1740046614.625196
txn_00000938,cust_000534,52.15,Purchase,Restaurant,0,16,7,2.118,0,1729870774.217391
txn_00000939,cust_000450,88.94,Transfer,Online,0,1,9,0.272,1,1721174443.549775
txn_00000940,cust_000614,7.84,Withdrawal,Other,0,11,3,0.06,0,1736940917.46832
txn_00000941,cust_000037,27.81,Purchase,Restaurant,0,10,1,0.293,0,1732185041.043758
txn_00000942,cust_000283,59.77,Transfer,Pharmacy,0,17,0,0.379,0,1745424444.369543
txn_00000943,cust_000206,18.16,Purchase,Gas Station,1,2,5,0.14,0,1737167814.276541
txn_00000944,cust_000744,38.92,Transfer,Department Store,1,23,5,0.324,0,1747004143.268184
txn_00000945,cust_000284,36.18,Withdrawal,Entertainment,0,17,0,0.191,0,1727973135.754915
txn_00000946,cust_000589,35.68,Withdrawal,Pharmacy,1,19,4,0.44,0,1720983368.634732
txn_00000947,cust_000573,317.75,Transfer,Department Store,0,13,1,1.119,0,1723119444.424673
txn_00000948,cust_000823,99.36,Transfer,Travel,0,11,2,0.279,0,1737027289.422881
txn_00000949,cust_000589,27.81,Payment,Pharmacy,1,10,2,0.343,0,1728725142.540321
txn_00000950,cust_000789,203.79,Transfer,Entertainment,0,22,4,0.734,0,1728508545.872045
txn_00000951,cust_000919,50.63,Purchase,Entertainment,0,7,4,0.245,0,1739346441.502985
txn_00000952,cust_000070,56.93,Withdrawal,Online,0,19,3,0.317,0,1732908263.941451
txn_00000953,cust_000423,70.11,Purchase,ATM,0,20,0,0.545,0,1750967615.647265
txn_00000954,cust_000096,60.25,Transfer,Gas Station,0,17,0,0.522,0,1733420957.013879
txn_00000955,cust_000183,62.36,Transfer,Online,0,1,3,0.168,0,1735868933.258303
txn_00000956,cust_000276,44.58,Withdrawal,Entertainment,0,20,4,0.274,0,1726600970.956611
txn_00000957,cust_000241,14.12,Transfer,Online,0,13,2,0.328,0,1744029171.459641
txn_00000958,cust_000855,14.66,Transfer,Restaurant,1,6,5,0.161,0,1728711075.663094
txn_00000959,cust_000123,64.88,Payment,Other,1,0,1,0.174,1,1749855733.311095
txn_00000960,cust_000878,37.91,Purchase,Entertainment,1,18,3,0.282,0,1737916203.090504
txn_00000961,cust_000323,133.39,Transfer,Entertainment,0,20,1,0.391,0,1736366726.609423
txn_00000962,cust_000783,65.82,Transfer,Pharmacy,0,11,1,0.377,0,1749723871.838697
txn_00000963,cust_000591,33.59,Payment,Entertainment,0,22,0,0.113,0,1724881044.74203
txn_00000964,cust_000034,71.18,Payment,Restaurant,1,12,9,0.568,0,1736686338.747612
txn_00000965,cust_000124,145.74,Payment,Department Store,0,23,5,0.645,0,1742860121.157623
txn_00000966,cust_000013,42.42,Payment,Other,1,4,0,0.504,0,1742098794.572331
txn_00000967,cust_000371,35.94,Transfer,Restaurant,0,19,1,0.252,0,1740164850.505008
txn_00000968,cust_000243,17.5,Transfer,Department Store,1,11,3,0.247,0,1729332738.384443
txn_00000969,cust_000435,30.79,Transfer,Department Store,0,23,0,1.36,0,1727476032.813985
txn_00000970,cust_000287,173.32,Withdrawal,Other,0,15,1,3.841,0,1735054469.933389
txn_00000971,cust_000834,13.3,Transfer,Online,1,14,0,0.233,0,1723986172.607464
txn_00000972,cust_000877,178.18,Withdrawal,Restaurant,0,3,3,1.733,0,1732851818.800195
txn_00000973,cust_000010,46.93,Payment,Restaurant,1,14,3,0.176,0,1726406167.534881
txn_00000974,cust_000870,20.82,Transfer,Entertainment,0,7,0,0.163,0,1740728521.441036
txn_00000975,cust_000576,20.27,Purchase,Pharmacy,0,11,0,0.063,1,1747910398.976663
txn_00000976,cust_000168,169.1,Transfer,Entertainment,1,1,0,0.699,0,1722729987.666048
txn_00000977,cust_000099,33.91,Transfer,ATM,0,7,17,0.481,0,1735026902.032139
txn_00000978,cust_000574,54.24,Transfer,Department Store,1,14,2,0.219,1,1738421332.031499
txn_00000979,cust_000125,15.06,Withdrawal,Other,0,6,1,0.066,0,1731912270.145417
txn_00000980,cust_000665,112.87,Transfer,Department Store,1,15,0,0.712,0,1737820469.249062
txn_00000981,cust_000523,35.79,Payment,Gas Station,0,1,0,0.221,0,1736213883.178525
txn_00000982,cust_000294,7.84,Withdrawal,Restaurant,1,9,0,0.049,0,1735465166.076246
txn_00000983,cust_000951,40.36,Payment,Gas Station,0,6,3,1.251,0,1731480158.202269
txn_00000984,cust_000352,23.08,Transfer,ATM,0,10,5,0.117,0,1728033761.394679
txn_00000985,cust_000620,18.09,Transfer,Entertainment,0,10,1,0.105,0,1741169782.887085
txn_00000986,cust_000962,56.53,Payment,Pharmacy,0,16,6,0.127,0,1732293046.860281
txn_00000987,cust_000875,13.9,Withdrawal,ATM,1,13,1,0.09,0,1721565196.505436
txn_00000988,cust_000718,84.19,Withdrawal,Restaurant,1,18,0,0.442,0,1744480472.801498
txn_00000989,cust_000098,52.43,Payment,Travel,0,10,2,0.488,0,1722848437.57165
txn_00000990,cust_000790,209.38,Purchase,Gas Station,0,1,2,0.957,0,1733360467.312836
txn_00000991,cust_000160,84.99,Payment,ATM,0,21,0,0.264,0,1723495520.56328
txn_00000992,cust_000756,332.25,Withdrawal,Restaurant,0,20,1,2.804,0,1729798432.090055
txn_00000993,cust_000175,140.7,Transfer,Department Store,0,13,0,0.831,0,1721737704.754819
txn_00000994,cust_000479,16.68,Transfer,Travel,0,0,2,0.137,0,1751583698.475142
txn_00000995,cust_000993,20.12,Withdrawal,Other,0,7,7,0.065,0,1750748139.121847
txn_00000996,cust_000647,14.56,Payment,Travel,1,11,1,0.187,0,1744454356.725321
txn_00000997,cust_000547,128.32,Transfer,Entertainment,1,3,6,1.005,0,1730605760.101546
txn_00000998,cust_000825,33.26,Transfer,Department Store,0,19,0,0.096,0,1723660856.113735
txn_00000999,cust_000160,101.65,Purchase,Travel,0,22,4,0.316,0,1730413755.923656
txn_00001000,cust_000869,95.17,Transfer,Entertainment,1,21,1,0.435,0,1725135051.594903
txn_00001001,cust_000705,54.41,Payment,ATM,1,16,0,2.015,1,1749915660.106327
txn_00001002,cust_000441,100.1,Withdrawal,Grocery,0,9,0,0.309,0,1746001297.642108
txn_00001003,cust_000194,40.26,Payment,Pharmacy,0,9,1,1.147,0,1733824782.825013
txn_00001004,cust_000733,57.21,Payment,Pharmacy,0,4,1,0.672,0,1744082429.105147
txn_00001005,cust_000082,46.25,Withdrawal,Travel,1,6,2,0.424,0,1734156021.632663
txn_00001006,cust_000932,59.15,Transfer,ATM,0,22,2,0.39,0,1740178667.168874
txn_00001007,cust_000545,12.63,Payment,Online,1,8,1,0.116,0,1746343270.01613
txn_00001008,cust_000187,109.04,Purchase,Entertainment,1,0,3,3.66,0,1725145255.960514
txn_00001009,cust_000279,45.86,Payment,Online,0,19,8,3.254,0,1742930384.307011
txn_00001010,cust_000156,175.59,Purchase,Restaurant,0,5,3,0.358,0,1722401877.487771
txn_00001011,cust_000289,21.27,Payment,Grocery,1,9,1,0.912,0,1729326018.168935
txn_00001012,cust_000155,81.7,Withdrawal,Department Store,0,12,1,0.677,0,1721301043.229397
txn_00001013,cust_000805,63.88,Transfer,Entertainment,0,22,1,0.447,0,1746048525.188799
txn_00001014,cust_000033,14.29,Withdrawal,Grocery,1,16,3,0.405,0,1731255001.791065
txn_00001015,cust_000402,5.95,Payment,Restaurant,0,4,12,0.054,0,1723087868.191749
txn_00001016,cust_000862,13.26,Payment,Grocery,1,9,1,0.415,0,1728723186.514666
txn_00001017,cust_000787,17.64,Payment,Entertainment,1,23,6,0.086,0,1743374908.44957
txn_00001018,cust_000035,15.63,Purchase,Travel,0,20,2,0.079,0,1727118017.037264
txn_00001019,cust_000214,14.2,Transfer,Department Store,0,17,2,0.076,0,1735751306.844995
txn_00001020,cust_000746,73.95,Purchase,ATM,1,12,0,0.627,0,1722167055.492338
txn_00001021,cust_000306,56.21,Purchase,Online,0,16,3,0.772,0,1727103628.910663
txn_00001022,cust_000242,47.8,Transfer,Grocery,1,3,3,0.333,0,1740799697.60682
txn_00001023,cust_000283,120.64,Payment,Online,0,13,1,0.766,1,1739279280.635506
txn_00001024,cust_000044,59.55,Payment,Other,0,5,3,0.406,0,1739165125.446874
txn_00001025,cust_000790,76.38,Withdrawal,Entertainment,0,19,1,0.349,1,1723658518.671257
txn_00001026,cust_000634,82.1,Purchase,Grocery,0,15,1,0.437,0,1731512759.701267
txn_00001027,cust_000158,109.45,Purchase,Restaurant,0,2,0,0.842,0,1742957364.681908
txn_00001028,cust_000325,25.95,Transfer,Entertainment,1,10,0,0.184,0,1751794805.679098
txn_00001029,cust_000022,65.32,Transfer,Restaurant,0,17,3,0.384,0,1742576467.836381
txn_00001030,cust_000041,319.79,Payment,Travel,0,6,2,1.007,0,1736144768.529556
txn_00001031,cust_000714,167.42,Withdrawal,Travel,0,0,0,0.288,0,1736295821.638283
txn_00001032,cust_000750,48.85,Withdrawal,Gas Station,0,2,1,4.26,0,1735611576.383243
txn_00001033,cust_000461,45.04,Transfer,Travel,0,1,0,0.664,0,1730164613.502085
txn_00001034,cust_000001,27.69,Payment,Restaurant,0,8,5,0.167,0,1745306027.584096
txn_00001035,cust_000635,91.43,Withdrawal,Department Store,0,21,6,0.691,0,1747857648.895051
txn_00001036,cust_000675,34.59,Payment,Online,0,3,0,0.228,0,1751337137.777556
txn_00001037,cust_000510,29.29,Withdrawal,Other,0,15,1,0.271,0,1744984870.894142
txn_00001038,cust_000420,30.98,Purchase,Gas Station,0,1,5,1.207,0,1741051826.787845
txn_00001039,cust_000069,76.01,Withdrawal,Restaurant,0,2,0,0.592,0,1722217240.237568
txn_00001040,cust_000207,17.58,Withdrawal,Gas Station,0,4,3,0.153,0,1724212772.25164
txn_00001041,cust_000658,133.3,Payment,Travel,0,9,0,0.605,0,1747210222.329205
txn_00001042,cust_000605,18.67,Transfer,Online,0,13,6,0.107,0,1728907957.950755
txn_00001043,cust_000073,20.05,Withdrawal,Entertainment,0,21,8,0.131,0,1721249364.017852
txn_00001044,cust_000853,19.98,Purchase,Department Store,1,7,2,0.162,0,1723358198.204895
txn_00001045,cust_000961,46.44,Transfer,Grocery,0,3,1,0.754,0,1748917300.175126
txn_00001046,cust_000273,80.21,Purchase,ATM,0,5,0,0.202,1,1737523481.39376
txn_00001047,cust_000222,27.98,Purchase,Gas Station,1,17,3,0.651,0,1751129744.062248
txn_00001048,cust_000545,39.52,Withdrawal,Travel,1,18,2,0.362,0,1732992081.656438
txn_00001049,cust_000584,34.05,Withdrawal,Travel,0,9,0,0.389,0,1740560531.346554
txn_00001050,cust_000426,72.87,Transfer,Entertainment,0,11,2,2.152,0,1744365954.212378
txn_00001051,cust_000438,42.43,Withdrawal,Restaurant,1,8,5,1.658,0,1748677418.733097
txn_00001052,cust_000517,24.67,Withdrawal,Travel,0,7,1,0.287,0,1731484086.344173
txn_00001053,cust_000454,61.05,Transfer,Travel,0,20,2,0.246,0,1750276166.217095
txn_00001054,cust_000333,74.43,Payment,Pharmacy,1,12,1,0.268,0,1747479996.672068
txn_00001055,cust_000332,36.83,Withdrawal,Pharmacy,0,4,4,0.364,0,1740027204.502569
txn_00001056,cust_000949,60.11,Transfer,Entertainment,0,21,0,1.95,0,1744317703.256539
txn_00001057,cust_000407,40.33,Purchase,ATM,1,4,2,0.643,0,1720842849.778197
txn_00001058,cust_000531,43.4,Transfer,Grocery,1,10,0,0.643,0,1725096743.388013
txn_00001059,cust_000228,42.54,Transfer,Grocery,1,13,3,0.114,0,1727611332.682401
txn_00001060,cust_000966,75.0,Transfer,Travel,0,21,1,0.537,0,1742591264.641911
txn_00001061,cust_000585,54.1,Withdrawal,Gas Station,0,2,0,0.875,0,1750036570.84802
txn_00001062,cust_000365,12.64,Transfer,Department Store,1,2,0,0.357,0,1725759674.163869
txn_00001063,cust_000256,17.93,Transfer,Gas Station,1,4,0,0.338,0,1728184383.926949
txn_00001064,cust_000583,107.58,Purchase,Department Store,0,3,3,0.458,0,1749783001.008414
txn_00001065,cust_000178,190.62,Purchase,Other,0,8,0,2.253,0,1736238564.957248
txn_00001066,cust_000039,32.55,Payment,Gas Station,1,20,6,0.365,0,1743882853.776796
txn_00001067,cust_000944,110.82,Transfer,Pharmacy,1,12,4,0.468,0,1745147830.277884
txn_00001068,cust_000889,20.71,Withdrawal,Other,0,3,0,0.075,0,1724638046.565529
txn_00001069,cust_000650,26.6,Payment,Grocery,0,21,1,0.77,0,1745353353.999934
txn_00001070,cust_000043,5.28,Withdrawal,Department Store,0,16,1,0.079,0,1730910246.870234
txn_00001071,cust_000227,23.18,Payment,Entertainment,1,1,3,0.137,0,1725667916.269564
txn_00001072,cust_000590,17.77,Withdrawal,Pharmacy,0,8,3,0.134,0,1736757425.117132
txn_00001073,cust_000404,71.75,Transfer,Gas Station,0,3,5,0.263,0,1725504399.525305
txn_00001074,cust_000764,28.19,Payment,ATM,0,3,2,0.114,0,1722391755.246881
txn_00001075,cust_000514,11.17,Withdrawal,Restaurant,0,17,3,0.105,0,1734542392.139152
txn_00001076,cust_000203,15.6,Withdrawal,Travel,0,4,3,0.093,0,1736225468.101572
txn_00001077,cust_000754,50.04,Withdrawal,Gas Station,0,11,0,0.302,0,1737372958.520028
txn_00001078,cust_000441,23.67,Purchase,Gas Station,0,4,0,0.073,0,1731039389.973645
txn_00001079,cust_000434,66.2,Withdrawal,Department Store,1,10,1,0.607,0,1732359360.893123
txn_00001080,cust_000672,162.25,Transfer,Restaurant,1,23,2,0.439,0,1721600067.059596
txn_00001081,cust_000632,60.32,Payment,Other,0,0,3,0.361,0,1746746155.161885
txn_00001082,cust_000046,49.88,Withdrawal,Online,1,11,0,0.481,0,1749982668.151049
txn_00001083,cust_000160,59.69,Purchase,Gas Station,0,16,2,0.185,0,1744732573.025998
txn_00001084,cust_000249,45.18,Withdrawal,ATM,0,11,4,0.191,1,1750762481.154396
txn_00001085,cust_000711,22.54,Transfer,Entertainment,0,16,0,0.11,0,1746200478.935474
txn_00001086,cust_000340,18.15,Withdrawal,Online,0,10,0,0.148,0,1727428005.347036
txn_00001087,cust_000769,36.69,Payment,Other,0,13,0,0.167,0,1728993719.254173
txn_00001088,cust_000145,132.75,Purchase,Pharmacy,1,20,3,0.279,0,1742760044.044217
txn_00001089,cust_000680,114.03,Transfer,Restaurant,0,9,0,1.221,0,1737453416.577116
txn_00001090,cust_000206,78.22,Transfer,Grocery,1,4,1,0.604,0,1745724528.820929
txn_00001091,cust_000968,35.52,Payment,ATM,0,4,1,1.095,0,1721099507.008777
txn_00001092,cust_000935,150.21,Purchase,Grocery,0,1,0,1.765,0,1741657205.831458
txn_00001093,cust_000905,34.47,Withdrawal,Pharmacy,0,4,4,1.043,0,1741320110.319049
txn_00001094,cust_000727,48.38,Transfer,Entertainment,1,11,0,0.344,0,1723977783.114809
txn_00001095,cust_000545,8.25,Withdrawal,Travel,0,6,4,0.075,0,1723612500.270134
txn_00001096,cust_000575,155.2,Purchase,Grocery,0,6,0,2.148,0,1750050053.207505
txn_00001097,cust_000543,153.52,Payment,Pharmacy,0,10,2,0.559,0,1730456474.821554
txn_00001098,cust_000019,38.87,Transfer,Department Store,1,16,2,1.307,0,1731776331.476235
txn_00001099,cust_000242,75.35,Transfer,Grocery,0,16,11,0.525,0,1752246360.211222
txn_00001100,cust_000900,232.77,Purchase,Travel,1,10,3,0.915,0,1733050092.173148
txn_00001101,cust_000231,74.52,Payment,Restaurant,0,12,0,0.795,0,1725620949.646864
txn_00001102,cust_000392,32.61,Withdrawal,Pharmacy,1,4,1,0.206,0,1737261638.388845
txn_00001103,cust_000157,34.4,Transfer,Other,1,19,4,0.142,0,1734289280.603927
txn_00001104,cust_000556,70.2,Withdrawal,Other,0,5,2,0.144,0,1724992246.421354
txn_00001105,cust_000820,7.6,Withdrawal,ATM,0,23,1,0.037,0,1727216735.975001
txn_00001106,cust_000921,84.9,Withdrawal,Pharmacy,0,7,0,0.825,0,1737359010.185858
txn_00001107,cust_001000,30.58,Withdrawal,Department Store,1,4,5,0.631,0,1745120977.187361
txn_00001108,cust_000546,121.27,Purchase,Restaurant,0,8,0,1.004,0,1750751779.385643
txn_00001109,cust_000901,142.4,Purchase,Department Store,0,5,5,0.464,0,1725425888.451421
txn_00001110,cust_000424,21.58,Transfer,Entertainment,1,23,1,0.15,0,1751148963.418388
txn_00001111,cust_000842,17.97,Transfer,Restaurant,0,11,5,0.174,0,1749033967.075211
txn_00001112,cust_000110,59.16,Purchase,Other,0,3,1,0.58,0,1724985111.340017
txn_00001113,cust_000621,112.53,Withdrawal,Other,0,2,1,0.492,0,1738722551.437067
